DDCTransactionId37C2BAF74B1FC72FBEF8FF870BCE8325_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__73A6722EE48FDE52141B50F203A2B2CF84A087A7, StartTime=2015.09.21-14.35.41, HierarchicalDDC, DataSize=3002145 bytes, Retrieved=true, Duration=2.138693ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.09.21-14.35.41, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.061583ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.023093ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.09.21-14.35.41, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.042766ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.013255ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.014540ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.022665ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.023093ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.09.21-14.35.41, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.033356ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_8, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.014540ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
DDCTransactionId0AA349234F815125395260BE1F6162C5_9, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.09.21-14.35.41, HierarchicalDDC, Duration=0.012405ms, RunGuid=RunID5938194D48726129EDE562B8D86EB014
